"";"Regija";"Dejavnost";"Leto";"Plača.za.obodbje.v.EUR";"Plača_za_delano_uro_v_obdobju.v.EUR";"Indeks.spremembe.plače.glede.na.prejšnje.obdobje"
"232";"SLOVENIJA";"S DRUGE DEJAVNOSTI";2008;821,95;4,78;106,5
"233";"SLOVENIJA";"S DRUGE DEJAVNOSTI";2009;848,67;5,09;103,3
"234";"SLOVENIJA";"S DRUGE DEJAVNOSTI";2010;873,91;5,48;103
"235";"SLOVENIJA";"S DRUGE DEJAVNOSTI";2011;905,04;5,69;103,6
"236";"SLOVENIJA";"S DRUGE DEJAVNOSTI";2012;920,58;5,64;101,7
"237";"SLOVENIJA";"S DRUGE DEJAVNOSTI";2013;922,64;5,49;100,2
"238";"SLOVENIJA";"S DRUGE DEJAVNOSTI";2014;908,66;5,4;98,5
"239";"SLOVENIJA";"S DRUGE DEJAVNOSTI";2015;888;5,46;97,7
"240";"SLOVENIJA";"S DRUGE DEJAVNOSTI";2016;884,57;5,5;97,9
"241";"Pomurska";"SKD Dejavnost";2005;627,24;3,76;107,7
"242";"Pomurska";"SKD Dejavnost";2006;656,51;3,85;104,7
"243";"Pomurska";"SKD Dejavnost";2007;704,94;4,04;107,4
"244";"Pomurska";"SKD Dejavnost";2008;741,35;4,28;105,2
"245";"Pomurska";"SKD Dejavnost";2009;807,19;4,78;108,9
"246";"Pomurska";"SKD Dejavnost";2010;855,9;5,21;106
"247";"Pomurska";"SKD Dejavnost";2011;873,56;5,3;102,1
"248";"Pomurska";"SKD Dejavnost";2012;895,63;5,29;102,5
"249";"Pomurska";"SKD Dejavnost";2013;900,98;5,18;100,6
"250";"Pomurska";"SKD Dejavnost";2014;906,16;5,19;100,6
"251";"Pomurska";"SKD Dejavnost";2015;911,6;5,37;100,6
"252";"Pomurska";"SKD Dejavnost";2016;912,54;5,43;100,6
"253";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2005;605,36;3,58;103,2
"254";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2006;643,03;3,78;106,2
"255";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2007;660,08;3,89;102,7
"256";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2008;720,01;4,19;109,1
"257";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2009;743,14;4,36;103,2
"258";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2010;756,1;4,53;101,7
"259";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2011;804,76;4,78;106,4
"260";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2012;817,07;4,79;101,5
"261";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2013;831,64;4,8;101,8
"262";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2014;817,36;4,77;98,3
"263";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2015;821,35;4,88;100,5
"264";"Pomurska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2016;834,8;4,92;100,4
"265";"Pomurska";"B RUDARSTVO";2005;654,41;3,93;108,3
"266";"Pomurska";"B RUDARSTVO";2006;671,85;3,82;102,7
"267";"Pomurska";"B RUDARSTVO";2007;707,87;3,86;105,4
"268";"Pomurska";"B RUDARSTVO";2008;741,7;4,07;104,8
"269";"Pomurska";"B RUDARSTVO";2009;793,39;4,54;107
"270";"Pomurska";"B RUDARSTVO";2010;774,7;4,69;97,6
"271";"Pomurska";"B RUDARSTVO";2011;792,56;4,64;102,3
"272";"Pomurska";"B RUDARSTVO";2012;810,6;4,64;102,3
"273";"Pomurska";"B RUDARSTVO";2013;821,7;4,86;101,4
"274";"Pomurska";"B RUDARSTVO";2014;1011,52;5,58;123,1
"275";"Pomurska";"B RUDARSTVO";2015;879,15;5,15;86,9
"276";"Pomurska";"B RUDARSTVO";2016;862,7;5,07;96,1
"277";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2005;529,75;3,19;111,2
"278";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2006;553,67;3,26;104,5
"279";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2007;597,86;3,44;108
"280";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2008;620,84;3,58;103,8
"281";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2009;660,96;3,95;106,5
"282";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2010;775,97;4,71;117,4
"283";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2011;776,91;4,66;100,1
"284";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2012;804,28;4,71;103,5
"285";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2013;836,77;4,77;104
"286";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2014;849,95;4,81;101,6
"287";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2015;877,8;5,07;103,3
"288";"Pomurska";"C PREDELOVALNE DEJAVNOSTI";2016;875,23;5,1;101,5
"289";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2005;754,81;3,76;111,9
"290";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2006;816,85;3,71;108,2
"291";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2007;973,81;4,76;119,2
"292";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2008;982,69;4,93;100,9
"293";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2009;1131,62;6,2;115,2
"294";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2010;1042,07;6,42;92,1
"295";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2011;994,91;6,18;95,5
"296";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2012;917,06;5,42;92,2
"297";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2013;986,38;5,58;107,6
"298";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2014;1004,68;5,69;101,9
"299";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2015;991,11;5,84;98,6
"300";"Pomurska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2016;1028,92;5,94;100,6
"301";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2005;652,98;3,97;95,4
"302";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2006;693,11;4,05;106,1
"303";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2007;755,89;4,25;109,1
"304";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2008;821,84;4,64;108,7
"305";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2009;822,29;4,79;100,1
"306";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2010;818,3;5,08;99,5
"307";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2011;848,38;5,24;103,7
"308";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2012;897,26;5,33;105,8
"309";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2013;886,32;5,13;98,8
"310";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2014;940,57;5,3;106,1
"311";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2015;909,65;5,28;96,7
"312";"Pomurska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2016;900,25;5,28;102,5
"313";"Pomurska";"F GRADBENIŠTVO";2005;568,21;3,49;107,9
"314";"Pomurska";"F GRADBENIŠTVO";2006;616,07;3,62;108,4
"315";"Pomurska";"F GRADBENIŠTVO";2007;676,5;3,76;109,8
"316";"Pomurska";"F GRADBENIŠTVO";2008;830,52;4,67;122,8
"317";"Pomurska";"F GRADBENIŠTVO";2009;802,44;4,69;96,6
"318";"Pomurska";"F GRADBENIŠTVO";2010;773,08;4,72;96,3
"319";"Pomurska";"F GRADBENIŠTVO";2011;797,7;4,86;103,2
"320";"Pomurska";"F GRADBENIŠTVO";2012;830,76;4,85;104,1
"321";"Pomurska";"F GRADBENIŠTVO";2013;845,66;4,84;101,8
"322";"Pomurska";"F GRADBENIŠTVO";2014;856,71;4,91;101,3
"323";"Pomurska";"F GRADBENIŠTVO";2015;827,31;4,9;96,6
"324";"Pomurska";"F GRADBENIŠTVO";2016;854,4;5,08;101
"325";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2005;542,49;3,2;106,8
"326";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2006;560,23;3,31;103,3
"327";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2007;610,22;3,5;108,9
"328";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2008;647,66;3,75;106,1
"329";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2009;687,11;4,05;106,1
"330";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2010;697,24;4,26;101,5
"331";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2011;734,34;4,49;105,3
"332";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2012;761,98;4,57;103,8
"333";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2013;772,95;4,48;101,4
"334";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2014;774,45;4,5;100,2
"335";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2015;785,65;4,68;101,4
"336";"Pomurska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2016;797,47;4,83;101,6
"337";"Pomurska";"H PROMET IN SKLADIŠČENJE";2005;579,51;3,47;98,6
"338";"Pomurska";"H PROMET IN SKLADIŠČENJE";2006;640,34;3,78;110,5
"339";"Pomurska";"H PROMET IN SKLADIŠČENJE";2007;680,13;3,97;106,2
"340";"Pomurska";"H PROMET IN SKLADIŠČENJE";2008;707,55;4,13;104
"341";"Pomurska";"H PROMET IN SKLADIŠČENJE";2009;735,1;4,38;103,9
"342";"Pomurska";"H PROMET IN SKLADIŠČENJE";2010;738,82;4,44;100,5
"343";"Pomurska";"H PROMET IN SKLADIŠČENJE";2011;756,51;4,55;102,4
"344";"Pomurska";"H PROMET IN SKLADIŠČENJE";2012;784,8;4,76;103,7
"345";"Pomurska";"H PROMET IN SKLADIŠČENJE";2013;793,77;4,54;101,1
"346";"Pomurska";"H PROMET IN SKLADIŠČENJE";2014;803,47;4,62;101,2
"347";"Pomurska";"H PROMET IN SKLADIŠČENJE";2015;787,26;4,72;98
"348";"Pomurska";"H PROMET IN SKLADIŠČENJE";2016;784,84;4,72;98,9
"349";"Pomurska";"I GOSTINSTVO";2005;540,07;3,21;100,8
"350";"Pomurska";"I GOSTINSTVO";2006;581,71;3,41;107,7
"351";"Pomurska";"I GOSTINSTVO";2007;607,75;3,5;104,5
"352";"Pomurska";"I GOSTINSTVO";2008;640,39;3,89;105,4
"353";"Pomurska";"I GOSTINSTVO";2009;697,89;4,16;109
"354";"Pomurska";"I GOSTINSTVO";2010;699,44;4,33;100,2
"355";"Pomurska";"I GOSTINSTVO";2011;715,55;4,46;102,3
"356";"Pomurska";"I GOSTINSTVO";2012;673,78;4,08;94,2
"357";"Pomurska";"I GOSTINSTVO";2013;720,73;4,32;107
"358";"Pomurska";"I GOSTINSTVO";2014;726,18;4,37;100,8
"359";"Pomurska";"I GOSTINSTVO";2015;705,61;4,33;97,2
"360";"Pomurska";"I GOSTINSTVO";2016;715,6;4,4;100,3
"361";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2005;837,04;4,98;98,8
"362";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2006;835,53;4,95;99,8
"363";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2007;931,72;5,27;111,5
"364";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2008;996,01;5,6;106,9
"365";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2009;1076,38;6,26;108,1
"366";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2010;1035,33;6,25;96,2
"367";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2011;1071,17;6,44;103,5
"368";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2012;1106,05;6,39;103,3
"369";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2013;1070,87;6,2;96,8
"370";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2014;1112,99;6,27;103,9
"371";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2015;1086,37;6,33;97,6
"372";"Pomurska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2016;1113,3;6,55;99,8
"373";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2005;959,98;5,89;112,9
"374";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2006;889,58;5,21;92,7
"375";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2007;980,62;5,61;110,2
"376";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2008;1026,3;5,83;104,7
"377";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2009;1106,48;6,51;107,8
"378";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2010;1126,48;6,95;101,8
"379";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2011;1225,69;7,59;108,8
"380";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2012;1165,27;6,92;95,1
"381";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2013;1214,35;6,84;104,2
"382";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2014;1206,74;6,88;99,4
"383";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2015;1279,7;7,64;106
"384";"Pomurska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2016;1204,72;7,27;98,5
"385";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2005;716,09;4,32;112,7
"386";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2006;808,93;4,52;113
"387";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2007;836,3;4,71;103,4
"388";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2008;969,46;5,38;115,9
"389";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2009;919,03;5,3;94,8
"390";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2010;989,38;5,88;107,7
"391";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2011;1003,33;5,99;101,4
"392";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2012;986,63;6;98,3
"393";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2013;1073,8;6,27;108,8
"394";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2014;952;5,44;88,7
"395";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2015;1079,64;6,56;113,4
"396";"Pomurska";"L POSLOVANJE Z NEPREMIČNINAMI";2016;937,2;5,86;94,3
"397";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2005;777,88;4,56;101,1
"398";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2006;817,34;4,87;105,1
"399";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2007;863,52;4,96;105,7
"400";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2008;883,75;5,17;102,3
"401";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2009;905,19;5,39;102,4
"402";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2010;947,78;5,81;104,7
"403";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2011;919,86;5,6;97,1
"404";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2012;1015,12;6,02;110,4
"405";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2013;978,91;5,74;96,4
"406";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2014;974,44;5,66;99,5
"407";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2015;916,79;5,5;94,1
"408";"Pomurska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2016;923,26;5,65;99,1
"409";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2005;501,84;2,94;105,6
"410";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2006;528,98;3,09;105,4
"411";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2007;565,68;3,3;106,9
"412";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2008;590,96;3,47;104,5
"413";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2009;640,25;3,79;108,3
"414";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2010;694,75;4,22;108,5
"415";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2011;730,63;4,4;105,2
"416";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2012;763,8;4,48;104,5
"417";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2013;776,01;4,43;101,6
"418";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2014;750,37;4,31;96,7
"419";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2015;762,72;4,39;101,6
"420";"Pomurska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2016;708,15;4,29;93,3
"421";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2005;803,12;5,01;106,2
"422";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2006;829,54;4,85;103,3
"423";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2007;892,07;4,97;107,5
"424";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2008;906,52;5,09;101,6
"425";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2009;1033,59;6,06;114
"426";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2010;1050,33;6,51;101,6
"427";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2011;1066,19;6,59;101,5
"428";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2012;1083,83;6,34;101,7
"429";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2013;1115,88;6,2;103
"430";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2014;1070,98;5,96;96
"431";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2015;1087,83;6,35;101,6
"432";"Pomurska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2016;1091,11;6,41;101,3
"433";"Pomurska";"P IZOBRAŽEVANJE";2005;851,78;5,1;108
"434";"Pomurska";"P IZOBRAŽEVANJE";2006;892,9;5,34;104,8
"435";"Pomurska";"P IZOBRAŽEVANJE";2007;971,03;5,75;108,8
"436";"Pomurska";"P IZOBRAŽEVANJE";2008;985,33;5,91;101,5
"437";"Pomurska";"P IZOBRAŽEVANJE";2009;1077,69;6,48;109,4
"438";"Pomurska";"P IZOBRAŽEVANJE";2010;1076,19;6,76;99,9
"439";"Pomurska";"P IZOBRAŽEVANJE";2011;1093,13;6,87;101,6
"440";"Pomurska";"P IZOBRAŽEVANJE";2012;1089,22;6,55;99,6
"441";"Pomurska";"P IZOBRAŽEVANJE";2013;1035,9;6,06;95,1
"442";"Pomurska";"P IZOBRAŽEVANJE";2014;1046,52;6,08;101
"443";"Pomurska";"P IZOBRAŽEVANJE";2015;1043,54;6,36;99,7
"444";"Pomurska";"P IZOBRAŽEVANJE";2016;1032,58;6,37;99,6
"445";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2005;811,65;4,74;105,5
"446";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2006;804,6;4,6;99,1
"447";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2007;841,38;4,69;104,6
"448";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2008;884,98;4,96;105,2
"449";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2009;1087,04;6,24;122,8
"450";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2010;1061,64;6,17;97,7
"451";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2011;1065,79;6,22;100,4
"452";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2012;1061,82;6,15;99,6
"453";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2013;1044,42;5,95;98,4
"454";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2014;1019,69;5,81;97,6
"455";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2015;1033,3;5,96;101,3
"456";"Pomurska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2016;1042,4;6,08;101,5
"457";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2005;778,97;4,61;107,9
"458";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2006;768,62;4,62;98,7
"459";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2007;729,04;4,21;94,9
"460";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2008;753,1;4,33;103,3
"461";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2009;852,49;5,1;113,2
"462";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2010;845,47;5,18;99,2
"463";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2011;906,59;5,56;107,2
"464";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2012;899,23;5,49;99,2
"465";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2013;888,19;5,21;98,8
"466";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2014;923,58;5,25;104
"467";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2015;944,4;5,54;102,3
"468";"Pomurska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2016;929,13;5,55;99,5
"469";"Pomurska";"S DRUGE DEJAVNOSTI";2005;694;4,09;100,3
"470";"Pomurska";"S DRUGE DEJAVNOSTI";2006;673,59;4,02;97,1
"471";"Pomurska";"S DRUGE DEJAVNOSTI";2007;606,74;4,05;90,1
"472";"Pomurska";"S DRUGE DEJAVNOSTI";2008;676,41;4,23;111,5
"473";"Pomurska";"S DRUGE DEJAVNOSTI";2009;748,7;4,45;110,7
"474";"Pomurska";"S DRUGE DEJAVNOSTI";2010;738,63;4,78;98,7
"475";"Pomurska";"S DRUGE DEJAVNOSTI";2011;779,76;5,05;105,6
"476";"Pomurska";"S DRUGE DEJAVNOSTI";2012;757,89;4,85;97,2
"477";"Pomurska";"S DRUGE DEJAVNOSTI";2013;758,34;4,69;100,1
"478";"Pomurska";"S DRUGE DEJAVNOSTI";2014;793,97;5,12;104,7
"479";"Pomurska";"S DRUGE DEJAVNOSTI";2015;779,4;5,02;98,2
"480";"Pomurska";"S DRUGE DEJAVNOSTI";2016;766,03;5,04;98,4
"481";"Podravska";"SKD Dejavnost";2005;684,09;4,08;107,7
"482";"Podravska";"SKD Dejavnost";2006;709,01;4,13;103,6
"483";"Podravska";"SKD Dejavnost";2007;773,87;4,37;109,1
"484";"Podravska";"SKD Dejavnost";2008;808,39;4,57;104,5
"485";"Podravska";"SKD Dejavnost";2009;861,75;5,05;106,6
"486";"Podravska";"SKD Dejavnost";2010;876,14;5,33;101,7
"487";"Podravska";"SKD Dejavnost";2011;902,45;5,5;103
